id redshift galex.FUV galex.FUV_err galex.NUV galex.NUV_err sloan.sdss.u sloan.sdss.u_err sloan.sdss.g sloan.sdss.g_err sloan.sdss.r sloan.sdss.r_err sloan.sdss.i sloan.sdss.i_err sloan.sdss.z sloan.sdss.z_err ukirt.wfcam.Y ukirt.wfcam.Y_err ukirt.wfcam.J ukirt.wfcam.J_err ukirt.wfcam.H ukirt.wfcam.H_err ukirt.wfcam.K ukirt.wfcam.K_err wise.W1 wise.W1_err wise.W2 wise.W2_err wise.W3 wise.W3_err wise.W4 wise.W4_err
_45_ 0.1255484 nan nan nan nan 0.0744084635888922 0.0012748053012892 0.0983651655856695 0.0006129342218492 0.1364458812876048 0.0008602666839784 0.151301879510698 0.0012017709153245 0.0947215286760575 0.0037144083860654 nan nan nan nan nan nan nan nan 0.067782363961875 0.0053689684143559 0.0728769203178248 0.0110751514599042 0.5611810901000567 0.1535094614819485 9.280301015679475 nan
_46_ 0.03908816 0.1177856231977067 0.0019195672326921 0.1240961647143774 0.0011991154560414 0.1783726985384709 0.0023483168982555 0.3290834214947972 0.0013086583811576 0.2010164502392375 0.0013959565499495 0.2366285939730279 0.0018441006168433 0.2442052211620816 0.0069329279856569 0.071489001873163 0.0030946586825278 0.061022701597085 0.004215299058451 0.082980176626195 0.0054263574407251 0.0685534664846471 0.0056194668618713 0.1296332827180144 0.0064474199743904 0.1375910627878296 0.0130527840200534 0.56951208729165 0.1489693754805841 2.4909342526308587 nan
_47_ 0.02726946 nan nan nan nan 0.6573454499079031 0.0013767998888543 1.1110869899765787 0.0008946367306978 0.9285328328769218 0.0009010951459095 0.85058416869919 0.0010381156169894 0.8775769694958214 0.0031257234992024 nan nan nan nan nan nan nan nan 0.3670430001628773 0.0104798320641741 0.332805473446614 0.0125675321129753 3.010944777118614 0.1552982387838392 23.657136272402536 nan
_48_ 0.0217707 0.0537868362791381 0.0057339391864999 0.0688992159801417 0.0048515415259429 0.1098456186148512 0.0016336583409605 0.2336567860857347 0.0009974414655105 0.1991712672100968 0.0010594397923857 0.1625591929420936 0.0013268368007451 0.1622269768621313 0.003978596796486 nan nan nan nan nan nan nan nan 0.0794907959046374 0.0059303118923616 0.0994924511842571 0.0117294002659759 0.9896989250055086 0.1504051686917875 7.392000306854555 nan
_49_ 0.05699043 0.0261673100329621 0.0015518200183983 0.0408748338188722 0.0013377228587139 0.0663433554182536 0.0011058717601745 0.1384403547240001 0.000647678918331 0.1133882387590758 0.000744221944425 0.1717719522920954 0.0011346758453718 0.1403738463736262 0.0035013241089174 0.1017278262606436 0.0028108436526581 0.0960929288984376 0.0030091653440163 0.1025590930873622 0.0035894956757672 0.0934177918033831 0.0052484989807532 0.1249445441951628 0.0060991436881222 0.0749878374865112 0.0100146203263457 0.4106792380530481 0.1308743454662617 5.350101771232315 nan
_50_ 0.07486449 0.0819965318229221 0.0013871920142122 0.0859996244341625 0.0008967639685974 0.1064656084172252 0.0010068634912295 0.170823001616001 0.0004969246167429 0.1495928704162 0.000599087132807 0.229457953336201 0.0009158641844948 0.1857120405084567 0.0028007710180827 nan nan 0.0944259647737041 0.0023481773048082 0.1026535450804507 0.0037818962777918 0.0923908967141842 0.0045100434585948 0.1011850842188738 0.0066168388434558 0.064474892253794 0.0114016451516449 0.7431949824828376 0.155383288768436 4.092249342829365 nan
_51_ 0.1070625 0.0300562780691643 0.001829681863643 0.0477320712250633 0.00128200260915 0.0800090393512786 0.0011398684331832 0.1186033754680584 0.0005511528768913 0.1272935282744297 0.0006908793699049 0.2271965803535463 0.0010886041861337 0.1546604442472873 0.0027004784018802 0.1387521501390468 0.0028114999510387 0.1342429325573833 0.0033383424603349 0.1320000935325424 0.0034041443186634 0.1951772938179302 0.0057524780618499 0.2041349158029883 0.0078966383956846 0.2174653767045014 0.0128187536692328 2.562729180529292 0.1652252578128035 17.043626257821717 nan
_52_ 0.09387433 nan nan nan nan 0.0742213509514198 0.0011336463420803 0.0960004253085739 0.0005742237773044 0.0717049551222581 0.0005998713588798 0.1356421269714799 0.0009443780090218 0.0815913684681839 0.003836926532371 0.043355033533837 0.0034740370564959 0.0406528905564325 0.0026209887250648 0.0343379434970425 0.0047439623977298 0.0485768333677465 0.0056373556264924 nan nan nan nan nan nan nan nan
_53_ 0.01365879 nan nan nan nan 0.4042383970934865 0.0023119038832917 0.6402467318133898 0.001392924326315 0.613477823608404 0.001454614416752 0.4328555646962471 0.0015239735817511 0.4478733537914079 0.005039721425018 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
_54_ 0.08432252 0.0573329165955925 0.0036352222938182 0.0705686476952319 0.000874137963873 0.0953402565934653 0.0008558629726988 0.1473206868471497 0.0004628902446969 0.1302216526836743 0.0005337765615975 0.2276918025994804 0.0008253275658265 0.1638247897427304 0.0022891486525379 nan nan nan nan nan nan nan nan 0.1156422893142496 0.0064971397463552 0.0851510998517225 0.0117640594707144 0.9296142688112308 0.1755223043383648 7.183933487817152 nan
_55_ 0.1021021 0.2174373182058566 0.0039118165294681 0.2394585439032662 0.0019635486676634 0.2740124502090343 0.0012470517146927 0.3532170066732795 0.000703127417156 0.3352372872452528 0.0007721827776738 0.5227537562067006 0.0011585943420341 0.3853468188456492 0.0030594362696027 nan nan nan nan nan nan nan nan 0.3677196923709333 0.0094831066025046 0.3796560455520014 0.0118889889997267 3.3014364578500386 0.1277108807742243 22.323480122257845 nan
_56_ 0.04479902 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.1574405853866956 0.0071053988286581 0.18441241751961 0.0129086082750298 2.026296758646869 0.1660996545988661 11.922358818622987 nan
_57_ 0.01485659 0.3003731808317109 0.0124336036047353 0.2726960467440117 0.0076277498632663 0.3636401952108123 0.0017716936286742 0.5585894977633331 0.0009689806650936 0.5060277657975236 0.0010731169213247 0.3810421334444706 0.0012154709607422 0.4031626066853379 0.0043128269606903 nan nan nan nan nan nan nan nan 0.1924495325949533 0.0077991133163699 0.1674134492282543 0.012643865964888 1.408324928138594 0.1504653671247846 9.29741047528759 nan
_58_ 0.02248736 nan nan nan nan 0.0450865663888507 0.000696848846959 0.0948798052294605 0.0003889905769964 0.0659312834467662 0.0004604052747268 0.04596305395849 0.000560790688707 0.0445315130544626 0.0018027782198631 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
_59_ 0.01712713 0.0635451545066335 0.009828471937239 0.1122365839583878 0.0069251525250922 0.2301917515076557 0.0024537554516112 0.4255109156686684 0.0014248619414975 0.4560338071371429 0.0016953925054373 0.4021364042286634 0.0020199588682033 0.444999970540348 0.0069387707453642 nan nan nan nan nan nan nan nan 0.1962078787610729 0.0074092796359736 0.1503107744215661 0.0106599832354457 0.7117095549438401 0.1219246201202237 3.15327676479894 nan
_60_ 0.01729749 nan nan nan nan 0.2559131792494011 0.0011862961216262 0.43700796077872 0.0006879709930942 0.4273142058614481 0.0007961559571345 0.3557660643316072 0.0009879638436207 0.3797506707752319 0.003090744039878 nan nan nan nan nan nan nan nan 0.1836185792098446 0.0074412345249103 0.1616555736422724 0.0122090036077282 0.966280219719378 0.141506340882984 5.796451299758129 nan
